,Geography,lon,lat,his_num_311_per_property,neighbor_his_num_per_property,snow_depth,percent_below_poverty,percent_civilian_unemployed,per_capita_income,percent_no_highschool,percent_65older,percent_17younger,percent_household_disability,percent_single_parent_household,percent_minority,percent_notwell_english,percent_singleunits,percent_multiunit,percent_mobile_homes,percent_owneroccupiedunit,percent_crowding,percent_group_quarters,median_year_properties_built,median_value_properties_built,percent_no_vehicle,311_index_per_property,distance
192,360290058024,1063833.76285,1077875.48694,29.84293193717277,42.21225993058587,71.43013290352928,0.289237668,0.037433155,16193,0.288088643,0.052729298,0.375789083,0.617177914,0.356926188,0.718158188,0.152073733,0.331346841,0.030989273,0.0,0.364417178,0.0,0.001856665,1925.0,70000.0,0.309202454,4.450261780104712,23507.411922016072
193,360290059001,1062466.77569,1072746.52975,37.56345177664975,53.15184815184815,71.3571,0.332635983,0.0625,16767,0.307407407,0.077405858,0.215481172,0.676767677,1.0,0.148535565,0.033936652,0.572580645,0.0,0.0,0.5,0.0,0.0,1910.0,56000.0,0.035353535,5.583756345177665,21291.067996584712
194,360290059002,1062576.58166,1072040.65394,50.256410256410255,48.644288438312,72.49006299514701,0.489192264,0.340720222,15453,0.228464419,0.092150171,0.259385666,0.403076923,0.793859649,0.584755404,0.208718626,0.217877095,0.0,0.0,0.4,0.095384615,0.0,1900.0,53000.0,0.335384615,4.615384615384616,20883.32016634888
195,360290059003,1063453.40448,1071697.13259,47.16981132075472,48.51582208634788,74.43774572483687,0.145135566,0.0,35943,0.014204545,0.130781499,0.371610845,0.611538462,0.0,0.566188198,0.0,0.428176796,0.099447514,0.0,0.676923077,0.0,0.0,1900.0,53000.0,0.273076923,9.433962264150944,20146.206912334244
196,360290059004,1063114.52074,1070571.41899,41.54589371980676,46.443991160972296,74.37741814983762,0.412143514,0.186046512,12034,0.11682243,0.014719411,0.234590616,0.322115385,1.0,0.436062557,0.062811565,0.228365385,0.045673077,0.0,0.175480769,0.0,0.0,1900.0,53000.0,0.53125,10.144927536231885,19888.48841388925
197,360290059005,1062260.09727,1070010.40961,55.00000000000001,43.19731497703911,74.81392544104702,0.529668412,0.090909091,55356,0.194690265,0.177137871,0.157068063,0.512269939,1.0,0.70069808,0.026809651,0.1875,0.570833333,0.0,0.136503067,0.087423313,0.006108202,1900.0,67500.0,0.549079755,10.625,20268.010009381724
198,360290061001,1063286.43554,1063033.40057,47.6780185758514,45.69231139876481,87.45416821214515,0.298122066,0.10653753,21154,0.114238411,0.066901408,0.232394366,0.358490566,0.650793651,0.737089202,0.042527339,0.385496183,0.0,0.0,0.301886792,0.0,0.0,1900.0,77000.0,0.438679245,9.907120743034056,17951.89937573443
199,360290061002,1066354.07536,1063731.53883,75.0,62.4577751896822,83.0040189470122,0.441150045,0.0,28596,0.177288528,0.035040431,0.208445642,0.576763485,1.0,0.637915544,0.0,0.246987952,0.103915663,0.0,0.510373444,0.0,0.010781671,1890.0,125000.0,0.502074689,11.41304347826087,15934.271688226012
200,360290061003,1065489.41615,1062039.23151,56.54450261780105,59.2383375922109,89.7275164387975,0.601147776,0.020325203,12966,0.494871795,0.071736011,0.304160689,0.395604396,0.0,0.7517934,0.220930233,0.438202247,0.0,0.0,0.357142857,0.258241758,0.035868006,1900.0,111000.0,0.230769231,9.424083769633508,16363.376668738696
201,360290061004,1065698.57129,1063686.32959,92.5233644859813,58.63550656736669,85.48897381326559,0.785507246,0.002597403,15642,0.474418605,0.041545894,0.503381643,0.429708223,0.685220729,0.663768116,0.14941302,0.429928741,0.023752969,0.0,0.283819629,0.074270557,0.0,1900.0,111000.0,0.188328912,15.42056074766355,16331.66600019484
203,360290063011,1069105.24711,1066257.66721,53.333333333333336,50.73688355685536,87.19061134394899,0.065934066,0.029891304,38452,0.0,0.073926074,0.210789211,0.212669683,0.274881517,0.244755245,0.021226415,0.142276423,0.101626016,0.036585366,0.307692308,0.0,0.0,1900.0,242000.0,0.0,8.88888888888889,15057.213178745267
204,360290063012,1069048.1461,1064874.02353,51.87165775401069,57.13765913655939,90.6786,0.065491184,0.034220532,49491,0.039246468,0.137376238,0.131188119,0.168674699,0.346153846,0.15470297,0.0,0.163170163,0.263403263,0.0,0.306024096,0.0,0.0,1900.0,321000.0,0.026506024,6.951871657754011,14752.756814372768
205,360290063013,1067959.37015,1064837.689,43.78109452736319,55.85907566030355,86.4576581387899,0.034172662,0.0,65682,0.052287582,0.25,0.044964029,0.394160584,0.0,0.176258993,0.0,0.289256198,0.0,0.0,0.551094891,0.0,0.0,1900.0,263000.0,0.03649635,7.462686567164178,15237.768875604372
206,360290063014,1067443.52322,1065423.19452,56.8733153638814,56.121567164859954,83.01493646525331,0.19414744,0.086486486,36403,0.070871722,0.064737616,0.245218244,0.168057211,0.34375,0.276115743,0.0,0.288442211,0.015075377,0.0,0.327771156,0.019070322,0.004413928,1900.0,180000.0,0.226460072,7.547169811320755,15617.632943808776
207,360290063015,1067747.97194,1066582.71842,61.92893401015228,54.79530018062804,83.06435124170461,0.120805369,0.0,71803,0.0,0.120805369,0.070469799,0.17218543,1.0,0.197986577,0.067114094,0.132450331,0.264900662,0.0,0.377483444,0.0,0.0,1900.0,164000.0,0.264900662,13.705583756345176,15759.407045165442
208,360290063021,1070898.6524,1067527.0805,43.63636363636363,52.96983294041606,89.76666807024814,0.083945435,0.027826087,63309,0.006006006,0.157397692,0.220356768,0.187347932,0.0,0.053515215,0.0,0.50921659,0.0,0.0,0.542579075,0.0,0.010493179,1910.0,397000.0,0.04136253,6.545454545454546,14808.953820796343
209,360290063022,1070731.59534,1064904.93741,42.77108433734939,60.64342844155564,84.15578536689152,0.046812749,0.0,66362,0.050285714,0.23591213,0.074498567,0.194899818,0.142857143,0.221585482,0.00589391,0.431064572,0.055846422,0.0,0.559198543,0.0,0.041069723,1907.0,364000.0,0.058287796,5.421686746987952,14140.928740553509
210,360290063023,1070877.92356,1065917.95035,56.75675675675676,56.10026558998919,87.30163465769935,0.183168317,0.086092715,73436,0.031690141,0.183168317,0.059405941,0.182186235,0.291666667,0.131188119,0.0,0.314606742,0.033707865,0.0,0.453441296,0.0,0.0,1915.0,345000.0,0.036437247,11.351351351351353,14330.42108230233
211,360290065011,1069181.3803,1063297.07196,80.28169014084507,47.79910792551898,89.89807246755734,0.167755991,0.057755776,47262,0.0,0.065359477,0.227668845,0.148883375,0.688995215,0.416122004,0.032722513,0.161290323,0.193548387,0.0,0.158808933,0.037220844,0.01416122,1900.0,315500.0,0.074441687,10.7981220657277,14459.69937663381
212,360290065012,1068335.55003,1063271.32703,74.43181818181817,54.86627799935447,89.89247732861685,0.166498486,0.078988942,42869,0.014066496,0.110998991,0.19778002,0.144869215,0.581632653,0.136226034,0.0,0.289738431,0.018108652,0.0,0.350100604,0.068410463,0.0,1900.0,309500.0,0.044265594,5.113636363636364,14829.698934004062
213,360290065013,1067621.98951,1063273.07416,52.13270142180095,52.89099976743647,85.01859605116255,0.052730697,0.141221374,40736,0.01216545,0.248587571,0.141242938,0.176282051,0.08,0.024482109,0.0,0.267647059,0.008823529,0.0,0.532051282,0.0,0.0,1900.0,183000.0,0.105769231,6.6350710900473935,15180.610489592678
214,360290065014,1066980.72947,1063258.79875,46.51162790697674,58.91657564503745,85.22750379602398,0.177130045,0.01384083,30290,0.0,0.235426009,0.096412556,0.073578595,0.0,0.219730942,0.004587156,0.279761905,0.0,0.0,0.401337793,0.0,0.0,1900.0,136500.0,0.193979933,6.395348837209303,15523.445390408084
215,360290066011,1067684.17583,1061956.6365,42.85714285714285,63.315360306566525,92.36960627421566,0.451038576,0.260869565,21019,0.106666667,0.06231454,0.275964392,0.270114943,0.806451613,0.65578635,0.21474359,0.184126984,0.193650794,0.0,0.201149425,0.0,0.0,1900.0,166000.0,0.408045977,12.857142857142856,15076.226140131072
216,360290066012,1068930.29135,1061662.28495,58.27338129496403,57.47103607027924,87.4643,0.054922974,0.009990917,52254,0.0,0.087073007,0.069658406,0.094052559,0.326923077,0.168117883,0.0,0.161979753,0.028121485,0.0,0.387275242,0.0,0.0,1900.0,287000.0,0.048409405,8.273381294964029,14483.219575663676
217,360290066013,1067373.34995,1061465.89057,85.22727272727273,57.32339436350692,92.81487640296692,0.06122449,0.0,21493,0.190600522,0.083487941,0.278293135,0.121848739,0.0,0.777365492,0.084033613,0.276515152,0.079545455,0.0,0.344537815,0.054621849,0.0,1900.0,148000.0,0.12605042,22.727272727272727,15239.897048388328
218,360290066021,1070618.80131,1061980.97107,30.269058295964125,52.04854479952643,83.81028075233556,0.011664899,0.023012552,75809,0.0,0.319194062,0.172852598,0.196428571,0.0,0.128313892,0.009389671,0.307560137,0.515463918,0.0,0.69047619,0.0,0.0,1990.0,172428.0,0.069444444,2.0179372197309418,13842.345778162757
220,360290066023,1072173.53804,1061621.84608,49.42528735632184,38.12933179530349,86.20671744219507,0.256373938,0.032258065,47394,0.101769912,0.315436242,0.02147651,0.286956522,1.0,0.377181208,0.0,0.111926606,0.513761468,0.0,0.143478261,0.030434783,0.084563758,1910.0,334000.0,0.539130435,10.344827586206897,13399.980191533905
221,360290067011,1067807.809,1060069.02423,104.94296577946768,52.95417264741152,90.64814767462674,0.274170274,0.0,38976,0.024,0.053391053,0.0,0.057742782,0.0,0.282828283,0.077922078,0.23373494,0.081927711,0.0,0.149606299,0.0,0.0,1900.0,179500.0,0.175853018,18.250950570342205,15092.354514138597
222,360290067012,1069094.96618,1060020.27497,47.23618090452261,53.65872756704239,87.98384193658741,0.169856459,0.051118211,46850,0.035317201,0.066985646,0.059808612,0.261558785,0.0,0.197966507,0.010836845,0.178960097,0.401451028,0.0,0.309114927,0.0,0.0,1900.0,292000.0,0.22985469,9.547738693467336,14492.752778543145
223,360290067013,1068941.01948,1058057.52163,22.89156626506024,55.22876035217287,89.1071,0.075213675,0.100456621,41030,0.0,0.237606838,0.0,0.142322097,0.0,0.162393162,0.0,0.0,0.637640449,0.0,0.08988764,0.074906367,0.0,1950.0,81000.0,0.479400749,7.228915662650602,14867.359825869342
224,360290067014,1068717.8849,1059276.4587,31.67701863354037,56.3709840223866,88.85821950733649,0.002902758,0.10982659,59302,0.042662116,0.162554427,0.113207547,0.0,0.576923077,0.274310595,0.0,0.227459016,0.229508197,0.0,0.341880342,0.0,0.0,1900.0,296000.0,0.194444444,6.832298136645963,14748.68366608475
225,360290067021,1071710.17753,1059674.62079,30.303030303030305,60.831462761909286,88.50928415131818,0.410085633,0.078544061,29678,0.0,0.216936251,0.104662226,0.325722983,1.0,0.236917222,0.0,0.105555556,0.6,0.0,0.135464231,0.111111111,0.0,1961.0,104000.0,0.321156773,12.87878787878788,13625.272144297089
226,360290067022,1070369.92891,1059745.35034,31.759656652360512,55.219730011272645,87.84287573966714,0.097243492,0.0,78219,0.053182214,0.13419257,0.13040182,0.3184,0.0,0.148597422,0.0,0.089574156,0.390602056,0.0,0.2176,0.0,0.030326005,1910.0,405000.0,0.1808,3.862660944206009,14028.616601931037
227,360290067023,1071321.19661,1058018.01578,139.1304347826087,46.324420715999175,92.9286,0.344916345,0.04,33144,0.116554054,0.19047619,0.023166023,0.271794872,1.0,0.567567568,0.0,0.037914692,0.881516588,0.0,0.027350427,0.0,0.0,1900.0,354000.0,0.201709402,21.73913043478261,14008.321198217824
228,360290067024,1070175.0196,1058045.4019,44.89795918367347,61.5935740523299,91.1008253758618,0.112866817,0.0,30386,0.112866817,0.216704289,0.0,0.139037433,0.0,0.571106095,0.0,0.048262548,0.708494208,0.0,0.0,0.018716578,0.0,1929.0,356000.0,0.42513369,14.285714285714285,14376.34057563563
229,360290068011,1070723.39948,1055906.10007,53.84615384615385,72.71774528735945,100.65490372563993,0.061148397,0.047713718,52561,0.004127967,0.029082774,0.168530947,0.081743869,0.053097345,0.382550336,0.006369427,0.045560748,0.433411215,0.0,0.222070845,0.0,0.020134228,1900.0,282000.0,0.113079019,8.173076923076923,14773.261001894758
230,360290068021,1069202.05805,1057133.93174,100.61728395061728,53.03340686070305,90.58675492182458,0.249635036,0.0,40951,0.017175573,0.081751825,0.16350365,0.380630631,0.455357143,0.255474453,0.04400607,0.23553719,0.508264463,0.0,0.220720721,0.0,0.01459854,1890.0,277000.0,0.308558559,20.98765432098765,14976.544115763496
231,360290068022,1068683.61441,1056091.70135,80.0,54.19135194519571,96.85569422256478,0.076171875,0.066312997,49870,0.0,0.177734375,0.103515625,0.127388535,1.0,0.248046875,0.0,0.217277487,0.112565445,0.0,0.576433121,0.0,0.0,1900.0,214000.0,0.143312102,13.448275862068964,15512.491793425994
232,360290068023,1069891.88043,1056477.77072,66.96428571428571,83.69836635261065,97.32655246102205,0.177598385,0.0,72405,0.07117853,0.047426842,0.100908174,0.109589041,0.0,0.14530777,0.0,0.173690932,0.237547893,0.0,0.260273973,0.018835616,0.0,1893.5,274500.0,0.188356164,12.946428571428571,14887.161687340584
233,360290069011,1066578.0775,1061055.53262,44.89795918367347,60.61064074869879,94.1429,0.250489237,0.0,18393,0.2984375,0.090019569,0.338551859,0.346749226,0.526011561,0.721135029,0.185068349,0.291021672,0.0,0.0,0.362229102,0.086687307,0.000978474,1900.0,121500.0,0.179566563,13.26530612244898,15699.622081376938
234,360290069012,1066158.58506,1060121.92116,34.22818791946309,44.10106500270821,91.68210159694898,0.220149254,0.042622951,18088,0.57204611,0.021455224,0.297574627,0.150837989,0.392996109,0.742537313,0.297504798,0.312655087,0.019851117,0.0,0.220670391,0.055865922,0.0,1900.0,127000.0,0.156424581,11.409395973154362,16015.605790753934
235,360290069013,1064825.6831,1060958.7273,32.30769230769231,46.01868300814253,87.77723938981681,0.270951481,0.063235294,21396,0.247630332,0.058601134,0.420289855,0.344294004,0.457286432,0.763705104,0.116511794,0.247678019,0.0,0.0,0.276595745,0.152804642,0.0,1903.0,106000.0,0.361702128,10.76923076923077,16825.17680195158
236,360290069014,1065357.89022,1059739.02829,49.375,39.47376295084127,87.9844818517408,0.492592593,0.0,75020,0.462121212,0.22962963,0.238888889,0.652173913,0.15503876,0.583333333,0.150627615,0.232198142,0.244582043,0.0,0.294314381,0.0,0.0,1890.0,106500.0,0.56187291,7.5,16566.30517187464
237,360290069031,1067468.01909,1058678.77305,50.413223140495866,58.42498451223382,86.62388845684919,0.122529644,0.078465562,40897,0.179674797,0.103331451,0.162055336,0.2725,0.057142857,0.46188594,0.116335142,0.230854606,0.015538291,0.0,0.47375,0.045,0.005081875,1900.0,175000.0,0.11375,9.641873278236917,15462.252486521762
238,360290069041,1066729.5816,1056937.80794,53.10734463276836,49.98057918507043,89.61106208909729,0.329749104,0.14380531,28166,0.131818182,0.086021505,0.227001195,0.333333333,0.547368421,0.572281959,0.040100251,0.114882507,0.046997389,0.0,0.115942029,0.054347826,0.0,1900.0,215500.0,0.278985507,10.734463276836156,16265.009218198333
239,360290069042,1066246.05347,1058575.95766,43.51145038167939,49.26510676586655,85.87794426148395,0.357522124,0.097402597,25964,0.328981723,0.099115044,0.254867257,0.249056604,0.819444444,0.810619469,0.219469027,0.148484848,0.290909091,0.0,0.241509434,0.0,0.024778761,1900.0,133000.0,0.260377358,4.580152671755725,16178.175368940523
240,360290069043,1066663.2286,1057598.30481,68.37606837606837,47.74126813706226,85.7143,0.346733668,0.084337349,20377,0.412162162,0.113461538,0.208653846,0.425581395,0.47133758,0.539423077,0.108653846,0.049450549,0.395604396,0.0,0.288372093,0.051162791,0.176923077,1900.0,193000.0,0.393023256,18.803418803418804,16135.116195921111
241,360290070001,1063166.25401,1060244.42665,43.38842975206612,43.52102850447162,87.76693633822362,0.117124394,0.042674253,25704,0.18469657,0.092084006,0.298061389,0.24726477,0.104651163,0.710016155,0.073272273,0.212631579,0.052631579,0.0,0.393873085,0.0,0.0,1900.0,91000.0,0.168490153,9.090909090909092,18072.28762753976
242,360290070002,1063495.203,1057038.27313,44.31137724550898,35.56923498637571,91.41730252348972,0.614035088,0.0,18036,0.280412371,0.100103199,0.367389061,0.174940898,0.930379747,0.702786378,0.183486239,0.106145251,0.387337058,0.0,0.193853428,0.0,0.0,1900.0,105000.0,0.661938534,8.982035928143713,18368.66773696398
243,360290070003,1064782.82718,1058402.68944,43.93305439330544,50.34494506468187,88.35692069672908,0.020853081,0.050724638,27940,0.108910891,0.090452261,0.280569514,0.233944954,0.406153846,0.61641541,0.0639481,0.284294235,0.0,0.0,0.419724771,0.0,0.119765494,1899.0,144000.0,0.220183486,9.205020920502092,17158.16062607717
244,360290071022,1068805.70412,1053660.29154,88.60759493670885,52.38752179112552,101.68636426585498,0.216397849,0.0,67248,0.096330275,0.200268817,0.029569892,0.234177215,1.0,0.310483871,0.034946237,0.277680141,0.170474517,0.0,0.398734177,0.0,0.005376344,1900.0,229500.0,0.316455696,18.35443037974684,16399.09409142396
245,360290071023,1068342.98696,1054522.11536,53.23741007194245,72.38750274383551,98.91572465219402,0.429042904,0.119760479,26021,0.221461187,0.087458746,0.143564356,0.123376623,0.747126437,0.737623762,0.325663717,0.030395137,0.255319149,0.0,0.292207792,0.0,0.0,1900.0,182000.0,0.334415584,15.107913669064748,16243.529049828052
247,360290071032,1065548.56195,1055382.62759,27.3972602739726,42.47215521918781,95.25266289483324,0.799375488,0.101754386,10758,0.19394773,0.07496136,0.404173107,0.439121756,0.247058824,0.887171561,0.219512195,0.16221374,0.082061069,0.0,0.0,0.157684631,0.0,1900.0,95000.0,0.568862275,1.36986301369863,17463.83776213512
248,360290071041,1067575.51917,1055674.46227,35.714285714285715,47.846311108728,98.12431567527766,0.726315789,0.0,15133,0.040358744,0.0,0.413157895,0.25,0.318471338,0.405263158,0.091922006,0.519125683,0.0,0.0,0.178571429,0.0,0.0,1900.0,158000.0,0.335714286,12.5,16190.103600322407
249,360290071042,1067520.17725,1054924.92335,48.554913294797686,44.88033782105708,98.21653344183308,0.32261522,0.206,24580,0.113798009,0.058885384,0.213459516,0.364361702,0.654054054,0.76340694,0.100552486,0.139303483,0.124378109,0.0,0.284574468,0.058510638,0.036803365,1900.0,150000.0,0.119680851,19.07514450867052,16491.582344859016
251,360290071044,1066007.02277,1054143.78874,75.0,25.017836757990864,97.32297095301486,0.637096774,0.166666667,11913,0.341346154,0.05577957,0.302419355,0.540952381,0.639722864,0.959005376,0.233853007,0.130662021,0.393728223,0.0,0.03047619,0.07047619,0.0,1900.0,66000.0,0.403809524,4.545454545454546,17649.717513300988
252,360290072021,1065686.67363,1051878.53611,10.15625,44.43672925854614,99.8124831034756,0.181698486,0.101651842,59234,0.074103586,0.252139566,0.115207373,0.294520548,0.806451613,0.599736669,0.088394062,0.015706806,0.798429319,0.0,0.302348337,0.061643836,0.0,1989.0,366984.0,0.260273973,3.6458333333333335,18863.08905623446
253,360290163001,1079970.70056,1047236.79029,43.609022556390975,48.46298065065279,128.09720653325684,0.549132948,0.472222222,13414,0.140243902,0.098265896,0.271676301,0.712280702,0.722222222,0.306358382,0.008941878,0.557863501,0.0,0.026706231,0.421052632,0.0,0.0,1900.0,36000.0,0.456140351,7.518796992481203,18063.6992757588
254,360290163002,1084202.67409,1048621.87493,36.75213675213676,50.61124293027257,128.14243335238115,0.180043384,0.0,25914,0.081012658,0.119305857,0.125813449,0.376811594,0.637931034,0.260303688,0.0,0.46866485,0.0,0.0,0.394927536,0.0,0.0,1900.0,41500.0,0.134057971,9.401709401709402,18175.61946586489
256,360290164001,1072048.39696,1046509.53802,109.09090909090908,36.0930176276657,118.36252621200909,0.44500846,0.0,30664,0.418287938,0.221658206,0.037225042,0.440715884,1.0,0.741116751,0.181049069,0.018214936,0.912568306,0.0,0.022371365,0.0,0.0,1900.0,47000.0,0.704697987,27.27272727272727,19253.80312670155
257,360290164002,1076765.04222,1047930.1863,35.68075117370892,50.9855405889531,121.10360560292234,0.101867572,0.091205212,40163,0.300952381,0.278438031,0.0,0.322751323,0.0,0.417657046,0.040747029,0.511952191,0.089641434,0.0,0.365079365,0.042328042,0.010186757,1900.0,45000.0,0.185185185,17.84037558685446,17532.360970135265
259,360290164004,1076706.46504,1046051.06208,66.90140845070422,41.059729794583056,125.39602683711398,0.379685611,0.05952381,19509,0.305007587,0.021765417,0.107617896,0.554166667,1.0,0.085852479,0.0,0.437984496,0.069767442,0.0,0.45,0.129166667,0.0,1900.0,39000.0,0.245833333,11.971830985915492,18760.487012521065
260,360290164005,1074297.08363,1046717.02163,40.625,55.64062467202619,120.70498970974324,0.402439024,0.0,14484,0.390243902,0.219512195,0.0,0.352941176,0.0,0.402439024,0.0,0.067924528,0.396226415,0.0,0.568627451,0.0,0.0,1900.0,43000.0,0.431372549,7.8125,18595.169878135108
261,360290165001,1070354.85885,1050081.41483,33.94495412844037,48.93241723851296,109.85937664302097,0.171919771,0.037593985,46427,0.087215064,0.025787966,0.068051576,0.054127199,0.569620253,0.49713467,0.0,0.009308511,0.910904255,0.0,0.01759134,0.01623816,0.25,1955.0,98782.0,0.129905277,3.669724770642202,17592.231624137192
262,360290165002,1070873.6151,1053500.48709,40.909090909090914,54.4576915179837,105.94029583891307,0.343799058,0.0,93273,0.190705128,0.183673469,0.014128728,0.246511628,1.0,0.510204082,0.100318471,0.0,0.83030303,0.0,0.279069767,0.0,0.150706436,1993.0,225000.0,0.325581395,9.090909090909092,15663.300745487486
263,360290166001,1078698.84675,1054669.3531,31.11111111111111,40.98929631613377,109.6061878587235,0.28150874,0.217252396,13172,0.301369863,0.09475621,0.493100276,0.405594406,0.444029851,0.97700092,0.048840049,0.497641509,0.0,0.0,0.674825175,0.13986014,0.0,1910.0,23000.0,0.548951049,11.11111111111111,14221.197433422294
264,360290166002,1079272.60375,1056909.34258,47.05882352941176,41.57029253803447,107.30362569245476,0.518207283,0.0,8934,0.676470588,0.526610644,0.210084034,0.829411765,1.0,0.879551821,0.205787781,0.359223301,0.199029126,0.0,0.276470588,0.005882353,0.028011204,1905.0,24000.0,0.758823529,12.418300653594772,13612.334124609088
265,360290166003,1078333.15146,1056384.03271,32.972972972972975,36.76757045432614,106.35345546017264,0.448609432,0.179039301,17066,0.076923077,0.160822249,0.174123337,0.368737475,1.0,1.0,0.0,0.516441006,0.0,0.0,0.571142285,0.0,0.0,1900.0,24000.0,0.412825651,9.72972972972973,13648.35771362704
266,360290166004,1076727.67703,1054602.70717,23.00613496932516,37.50668948063517,107.98771386307328,0.039175258,0.05907173,25468,0.095671982,0.083333333,0.128968254,0.351020408,1.0,0.970238095,0.001984127,0.583038869,0.067137809,0.0,0.824489796,0.0,0.063492063,1910.0,29000.0,0.326530612,10.736196319018406,14169.98345210144
267,360290167001,1089442.46845,1047394.36715,60.57347670250897,46.84343626271302,141.03225352282237,0.129296236,0.021097046,33694,0.084479371,0.127659574,0.10801964,0.435087719,1.0,0.144026187,0.0,0.495677233,0.0,0.0,0.561403509,0.0,0.0,1920.0,75000.0,0.087719298,15.053763440860216,21110.77313682165
268,360290167002,1088502.7506,1047054.01088,48.6013986013986,49.25767219401047,142.51312923302686,0.41588785,0.328912467,26733,0.188065099,0.168224299,0.138629283,0.293849658,1.0,0.41588785,0.0,0.429111531,0.0,0.030245747,0.530751708,0.0,0.0,1920.0,69000.0,0.507972665,10.48951048951049,20787.724422169464
269,360290167003,1087850.0749,1048988.81356,58.73925501432665,47.650208598884255,135.0011773040858,0.489361702,0.076738609,21240,0.261029412,0.194848824,0.217245241,0.2593361,1.0,0.342665174,0.016,0.528985507,0.036231884,0.0,0.497925311,0.0,0.0,1925.0,71000.0,0.176348548,22.922636103151863,19483.7308471
270,360290168011,1074670.01562,1059268.01071,32.594936708860764,40.19630223039995,95.54796653965688,0.191855204,0.075085324,21860,0.098387097,0.098920863,0.17176259,0.218241042,0.461956522,0.951438849,0.068441065,0.39213198,0.0,0.0,0.615635179,0.058631922,0.006294964,1900.0,56000.0,0.426710098,8.860759493670885,13119.667647542708
271,360290168012,1072928.93331,1059948.71842,50.175438596491226,50.26613264638304,93.49659919182962,0.252252252,0.095717884,19104,0.112299465,0.160875161,0.154440154,0.303398058,0.1,0.888030888,0.117728532,0.321428571,0.197368421,0.0,0.45631068,0.0,0.068211068,1900.0,63000.0,0.400485437,15.087719298245611,13311.93704507364
272,360290168021,1074786.9162,1063359.78049,38.21656050955414,52.56394455870644,96.72490318132886,0.102917342,0.078651685,27303,0.148018648,0.138573744,0.108589951,0.319148936,0.653061224,0.987034036,0.0,0.353251318,0.105448155,0.0,0.395744681,0.0,0.0,1910.0,48000.0,0.172340426,10.191082802547772,13066.100090979757
273,360290168022,1074626.87764,1061333.82285,38.21428571428571,42.30180437899031,96.31373423671646,0.262449529,0.035608309,30791,0.080733945,0.160206718,0.210594315,0.435215947,0.702898551,0.897932817,0.0,0.539503386,0.015801354,0.0,0.471760797,0.03654485,0.07622739,1900.0,48000.0,0.189368771,10.0,12978.714392825566
274,360290169001,1070893.88106,1063866.86231,48.87218045112782,49.92706844744656,83.72133051375279,0.071284465,0.093160377,85054,0.0,0.133600534,0.287909152,0.176271186,0.0,0.19505678,0.0,0.367816092,0.3727422,0.0,0.647457627,0.0,0.0,1910.0,361500.0,0.110169492,9.774436090225564,13911.271676408862
275,360290169002,1070695.87817,1062962.22058,28.10457516339869,52.28798873014197,84.00775486893653,0.04451683,0.019267823,69192,0.00129199,0.289839572,0.114438503,0.161354582,0.376344086,0.201069519,0.0,0.335216573,0.231638418,0.0,0.59561753,0.0,0.004278075,1973.0,198000.0,0.099601594,3.2679738562091507,13870.959857933556
276,360290169003,1072879.65146,1063419.83124,46.60633484162896,43.296346259507615,91.92462140456732,0.301549464,0.117647059,34549,0.113752122,0.250572082,0.187643021,0.433168317,0.8,0.411899314,0.0,0.177184466,0.514563107,0.0,0.225247525,0.01980198,0.040045767,1904.5,217500.0,0.235148515,9.049773755656108,13354.817548487865
277,360290169004,1072989.78989,1064682.1918,58.53658536585365,50.70693228122133,90.9843295829982,0.225508318,0.020380435,23314,0.013257576,0.0,0.019955654,0.052631579,0.0,0.39985218,0.0,0.255434783,0.255434783,0.0,0.256965944,0.0,0.60014782,1905.0,185000.0,0.176470588,12.195121951219512,13527.523317747771
278,360290170001,1084502.76611,1066126.63657,33.155080213903744,43.2666043382977,87.78157183614931,0.042769857,0.049180328,45450,0.076112412,0.106924644,0.073319756,0.226980728,1.0,0.958248473,0.0,0.758483034,0.0,0.0,0.817987152,0.0,0.0,1920.0,43000.0,0.263383298,13.368983957219251,15166.1665011124
279,360290170002,1083101.4508,1066250.9959,42.10526315789473,39.90286786835246,85.71464471038787,0.275635767,0.3012939,21589,0.185221675,0.289581624,0.127973749,0.436532508,1.0,0.99097621,0.0,0.636588381,0.0,0.0,0.76625387,0.0,0.013945857,1920.0,43000.0,0.236842105,12.550607287449392,14661.168551625757
280,360290170003,1080934.65611,1065883.94748,57.44680851063831,41.45621313191023,87.50535180166499,0.361403509,0.427710843,17408,0.0,0.322807018,0.094736842,0.564102564,1.0,1.0,0.0,0.516853933,0.0,0.0,0.455128205,0.0,0.0,1920.0,43000.0,0.724358974,19.8581560283688,13942.98747881606
281,360290171001,1062837.38453,1066882.33072,40.11627906976744,50.14182197638893,80.75051678987793,0.538167939,0.155963303,20461,0.330808081,0.039440204,0.292620865,0.1,1.0,0.683206107,0.0,0.287234043,0.212765957,0.0,0.356,0.0,0.0,1890.0,72000.0,0.24,8.13953488372093,18891.37760456412
282,360290171002,1066035.0181,1066474.9945,60.69868995633188,53.1777758635933,79.7733794687837,0.464958553,0.05399568,14444,0.166416792,0.070836473,0.407686511,0.202672606,0.276169265,0.59080633,0.065587045,0.210420842,0.0,0.0,0.251670379,0.0,0.0,1900.0,84500.0,0.236080178,13.537117903930133,16657.78752195187
